userName,score,at,content
Just Average,5,2025-08-14 05:48:59,sekarang bagus. ga seperti waktu awal rilis 🫶
cahya ghozali,3,2025-08-14 03:52:48,gamenya bagus tapi sayangnya ga ada bahasa indonesia
Duke Uwais al qorni,5,2025-08-14 03:23:28,game bagus cuman tolong buatin Subtitle Indonesia
AFWAN,5,2025-08-14 02:30:12,kuro baik sekali😁😁
NUR MUHAMMAD RIZKI,5,2025-08-14 02:10:34,Keren
KyuchiroMizuki,5,2025-08-14 02:08:06,game masterpiece
najib khoir,3,2025-08-14 01:37:37,"jujur saja, untuk event cukup membosankan , mungkin kalau eventnya di perbanyak dan seru serta hadiah nya cukup gak bakal bosan"
Muhammad Farhan,5,2025-08-14 00:25:26,mantap
Muhammad Aulia Rayhan,5,2025-08-13 22:15:11,pretty good but please add Indonesian subtitle :(
Akzul Habirul,3,2025-08-13 17:14:46,map baru bikin lag
Ilusstroous,5,2025-08-13 17:02:01,Absolute Cinema
Fikachu Cans,1,2025-08-13 16:28:43,gak ada bahasa Indonesia nya kalo ada bahasa Indonesia nya gw kasih rating 100
Arien Wern,3,2025-08-13 16:13:59,"tolong optimalisasi lagi untuk device mid low end, karena game ini sangat berat dan tidak stabil, padahal maen game saingan ini aja lancar,"
suram cil,4,2025-08-13 15:10:29,Tolong tambahkan subtitel indonesia trimakasih
Dheimozzz,3,2025-08-13 15:02:42,"untuk developer tolong next update tambahkan pengaturan grafis dong, samakan saja pengaturan grafisnya seperti di pc. tambahin pengaturan volumetric fog dan volumetric lightning untuk device mobile dan juga tambahkan pengaturan MOTION BLUR karena di pc juga ada pengaturan motion blur di atau di game sebelah juga ada, masa wuwa gak ada, apalagi udah pakek unreal engine. Tambahan, ketika compilling shader itu lama banget sampai 10 menitan padahal hp sudah termasuk mid range"
Muhammad Awang,5,2025-08-13 13:23:46,bagus
dammit rama,1,2025-08-13 12:46:39,"nerf hologram boss damage, one hit dead. you expect me to memorize all and dodge it, i have no time for that, irritating."
Dei Ivan,5,2025-08-13 12:36:38,"Baru kesampaian sekarang, biarpun telat jauh yang penting terlaksana. good job"
Risky S,3,2025-08-13 09:47:17,udah download bergiga-giga jarang on tapi di suruh download full lagi Anying emang
Dion Aetherson70,5,2025-08-13 07:27:04,"Hi developers, I represent some of the players who play this game. I just wanted to ask, can't you provide a data management feature in your game? So mobile players can reduce the game size so it's not excessive. I'm a PC user, but I think PC users also need this feature to keep the computer's processor from being overloaded. I hope you can reconsider my suggestion, because honestly, the current game size is quite large for some people. That's all from me, thank you."
Gusti Fitra,5,2025-08-13 04:15:42,Game play nya bagus cuman tambahin Bahasa Indonesia untuk para player Indonesia bisa memahami game nya
Rayya Chila Az'zahra,2,2025-08-13 01:19:05,gamenya bikin HP saya ngelag
Allen Rakhmn,5,2025-08-12 17:40:26,"Grafik yang mantap sekali dengan battle kit dan gameplay yang unik dari setiap char nya, berpadu dengan map yang indah untuk di eksplorasi serta lorenya yang bagus bgt, ga nyesel main game ini. Menuju cerita selanjutnya"
Deny Firmansyah,5,2025-08-12 17:35:32,Seru Gamenya
Gooo Goo,5,2025-08-12 17:17:11,"bagus sekali ini game, bisa pakai gamepad main, serapa balek ke dulu dulu nya main ps2"
M Arshal AL Farizi,5,2025-08-12 17:07:13,GG KURO UDAH BIKIN GAME SEBAGUS INI
Dikka,4,2025-08-12 16:54:26,banyakan karakter cewe njir
Samuel Satria,5,2025-08-12 16:23:35,cerita yg sangat menarik dan grafik yg luar biasa
Muhammad wildan Herdiansyah,5,2025-08-12 15:30:13,"pliss add bahasa Indonesia, sesusah ituu kahh"
Zhang 77,5,2025-08-12 15:12:10,"kalas koh, gak kikir, suka kasih bansos, dan mantap telle ina"
Rext. Zero,5,2025-08-12 13:50:37,"meskipun GP terkesan lambat, game ini memiliki cutscene dan cerita yang sangat indah"
Vayy DN,5,2025-08-12 13:07:49,mending ini dari pada gensin
Nekko Umam,5,2025-08-12 12:58:43,keren 😎 baru prolog aj udh sekeren ini battlenya juga ngk ngebosenin inovatif lah
Ikrar randu,5,2025-08-12 12:53:16,W game
Uzi,1,2025-08-12 12:07:09,Good
Moses JRc,5,2025-08-12 09:29:39,game nya bagus. mohon di adakan lagi kupon diskon yang bisa di tukar dengan koin.
Rivay Ezmo,5,2025-08-12 09:28:29,"Game Absolute Cinema dan Masterpiece🔥🔥 yang komen negatif antara skill issue, device issue/gk sadar diri dan yg paling pasti wk midsit impek wkwkw"
M.Rahmat Adiansah,5,2025-08-12 07:54:52,thanks kuro nig
Iki Oosuki,5,2025-08-12 06:35:46,"Semuanya udh sangat bagus TPI grafik lebih segar dong dikit ,terus tambahin BHS indo,gw ngerti sih inggris TPI intinya doang mau mencerna alur ceritanya aja malah pusing"
Yui,1,2025-08-12 04:09:12,gemanya kurang dioptimalkan lagi
Rizki Fajar Sidiq,5,2025-08-12 03:40:26,"Thank you to Kuro as a Wuwa developer who always listens to the players, hopefully Kuro Game will continue to be successful."
Mixos Game,5,2025-08-12 01:08:16,"thanks, terima kasih banyak Wuthering waves telah menjadi game masterpiece yang pernah ku mainin, terima kasih banyak"
Honkai Impack,5,2025-08-12 01:03:06,perfect game
SHIkokuu,5,2025-08-12 00:06:46,bgus
RAFFI FATAHILLAH,5,2025-08-11 23:05:56,"bagus bangett, Dev nya sayangg sama player nya"
Ar Kadmon,3,2025-08-11 18:08:34,bagus tapi b-b-b-b-b-berat banget wak
Rifat Allam,1,2025-08-11 17:18:51,please fix bug on minors sewer .. how to enter the gate wth
amin akmad amin,5,2025-08-11 16:46:31,udah ada kah subtitel indo🙏
Kilua Zoldixy,5,2025-08-11 15:25:47,"the best ini game tp pas gue maen lagi ngk kebagian event. udah gacanya malah ampas Mulu, ngk pernah dapat yg bagus"
Adit,1,2025-08-11 13:56:07,costumer servicenya sangat buruk
Zein Akrobbi,4,2025-08-11 13:53:36,masih belum smooth . tolong dioptimalkan lagi agar bisa digunakan device mid range
Untuk akun Game,5,2025-08-11 12:04:12,peak game
Lagino Keden,4,2025-08-11 11:38:24,gamenya bagus tapi kekurangannya gamenya sangat berat
akusuka garit,5,2025-08-11 09:31:52,hebat
Nur Adha,5,2025-08-11 09:25:53,"bagus aku suka,terimakasih untuk wuthering waves telah hadir di Indonesia♥️"
Bayu Vendor,5,2025-08-11 06:13:07,ABSOLUTE CINEMA
FLAZZ GOD,5,2025-08-11 02:40:10,Game bagus tapi buat hp yang non forma jadi leg leg jadi kalau bisa KuroGames buat wuthering waves versi cloud Agar pemain bisa bermain
Mujianto,3,2025-08-11 02:35:44,"Full size 27 GB , Gamenya kurang bagus untuk dimainkan,Vulgar pakaian karakter perempuan nya,ni game kayanya Mirip seperti Genshin Impact"
Rezky,5,2025-08-11 00:23:20,gabut min bales dong😁
Damanda Aditya,5,2025-08-10 19:38:17,bestt
Tri Hariyadi,2,2025-08-10 17:28:02,tidak ada translate bahasa indonesia
Aura Mundu,4,2025-08-10 17:24:06,"Tolong kepada developer, tambahkan bahasa Indonesia yah, biar makin rame, itu aja selebihnya perfect semua 🔥"
Haisee zen,5,2025-08-10 15:28:00,good
Afidhon Khoirosyi,5,2025-08-10 15:23:47,makasih muntun
Albertus Agung Ronny Setya Wardana,5,2025-08-10 15:02:56,saya dapat B5 dalam 30 kali
Bisma,1,2025-08-10 14:38:05,"2.5 whimpering wastes forced player to pulling Phrolova, its very bad."
Akun mlbb,5,2025-08-10 12:21:40,"kasi ringan dikit dong di HP murah, grafik nya juga resolusinya di tingkatin"
Dedi Hermawan,5,2025-08-10 12:01:48,Tolong devnya d permudah lagi dapetin item-item buat karakternya
Full Gaming,5,2025-08-10 08:35:31,GAME BAIK RAMAH DAN YANG TERPENTING LOW PITY ⭐⭐⭐⭐⭐
Samsung a06 jepara,5,2025-08-10 06:35:46,I really like this game 😍
Ryota,1,2025-08-10 04:59:38,berat ni game gila
Liant Tegar Wijaksono,5,2025-08-10 02:49:25,bad game
Yogi Andaresta,5,2025-08-10 02:32:39,good
Sakha,5,2025-08-10 00:33:57,seru
Card 22,5,2025-08-10 00:12:37,"SANGAT KEREENNN, COMBAT EPIC, KALAU BISA TAMBAHIN BAHASA INDONESIA PLEASE 🔥"
Rini Arianti,5,2025-08-10 00:07:32,oke
Gtri Pamuji,3,2025-08-09 22:38:47,"masih BELUM ADA SUBTITLE Indonesianya 😞 kecewa berat,dan saran untuk kuro games memberikan alternatif untuk material up karakter baru, seperti bunga dan lainnya, bisa didapatkan tanpa harus membuka map yang baru , karena sangat menyusahkan bagi pemula ,maupun orang yang membuat akun baru yang ingin mempunyai karakter baru tersebut eh malah material up karakter baru yang didapatkan cuman jadi pajangan sebab Belum bisa diupgrade , kendala mencari materinya 😢"
Moh Zul,5,2025-08-09 21:55:49,lumayan dari segi grafis dan lain lain tapi tidak sama dengan beberapa fitur grafis di pc untk yg lain sudah oke🗿
Iksan Maulana,5,2025-08-09 19:18:17,kalo bisa tambahin text Indonesia supaya bisa pahami storynya
Raifyn,5,2025-08-09 19:11:23,"game seru, dermawan, banyak waifu"
Xentinell,5,2025-08-09 16:58:14,"Ini game aneh. Sering sekali tiba-tiba force close. Kalau memang tidak kompatibel di smartphone saya, seharusnya jangan ditampilkan di playstore saya."
farel ghaffar febrian,5,2025-08-09 13:57:27,"story yang bagus dan seru, gak gampang bosan sama grafiknya dan karakter yang memiliki skill bervariasi"
Shiori Chan,5,2025-08-09 13:48:04,game lebih baik dr gi
Singgih Ahmad,5,2025-08-09 13:40:14,Indonesian languange please😁
Ardan Ardan,5,2025-08-09 13:24:39,It's so PEAK
Muhammad Riski Sumajid,5,2025-08-09 10:18:50,game baik
Rery,5,2025-08-09 07:29:32,"bagus banget, combat, grafik, story smuanya oke"
Umar Arifin,5,2025-08-09 06:32:55,veryy good
Raihan Attaya,5,2025-08-09 06:22:17,"nope, everything it's okay"
Cornelia Nana,2,2025-08-09 03:57:00,every time update and download data continuously 🙄🙄
kartika jala krida,5,2025-08-09 03:38:16,"serius WuWa keren banget, mulai dari gameplay sampe ke the lore nya sendiri, semoga juga kedepannya ditambah gratisannya buat gacha.. ehe~ 💕"
Ezra,5,2025-08-09 01:44:16,"bagus bgt, dari segi grafik, mekanik, dan storynya, animasinya juga keren bgt"
Iyan Firli,2,2025-08-09 01:23:57,Tuning Echo 🔥
零Zero,1,2025-08-09 00:30:23,"The longer the asterit reward is obtained in this game, the less and only 5 star characters are released, this is clearly extortion."
Dani Mamonto,4,2025-08-09 00:16:38,akun saya hilang😞
Illyria,4,2025-08-08 23:19:07,Hai! waratte 😊
Kudo Hayara,1,2025-08-08 16:08:40,"lost 50/50 TERUS TERUSAN. malas banget, minimal kalau lost harusnya dapet dong."
Whitewing,5,2025-08-08 15:53:11,superb..
Agape Dhaniel W.,5,2025-08-08 15:44:17,game baik gacha nya baik tidak seperti game game hoyo kalah 1 tahun
Hevv,5,2025-08-08 15:33:36,bgus bgt
Makmur Tani,5,2025-08-08 15:31:01,good game
Zacky Brilian,5,2025-08-08 14:49:56,"tolong ditambah ""text bahasa indonesia dalam game"" sekian terima kasih"
Mega Wati,3,2025-08-08 13:50:37,"hai I'm player from Indonesia. I like your game, but please add Indonesian, I don't really enjoy the storyline because my English is not good."
MocHi,2,2025-08-08 13:25:52,mungkin bisa dibuat lebih ringan terkhusus untuk android
Dendi Dragneel,5,2025-08-08 11:31:32,wuwa best game mobile
putu tristan,5,2025-08-08 09:12:56,keren semoga ada update bisa zoom karakter pas battle
Muhammad Rianda,5,2025-08-08 08:08:04,game bagus
Citra Anissa Rachmanita,5,2025-08-08 07:39:38,Finally I could play this game 😭😭💙💙❤️❤️🫶🫶
Muhammad Nusyaa afindy,5,2025-08-08 07:05:41,game terbaik lah
Abdul Ghofur,5,2025-08-08 01:32:14,is the best lah GK sah pakek deskripsi segala
Jakti Ramadan,5,2025-08-08 00:39:11,"hey dev, can u add feature of fsr 4 pls"
Fadillah,5,2025-08-07 22:55:46,"Bagus bgt, tpi tolong adain sub indo nya biar makin semangat story"
Audira Pasya,5,2025-08-07 22:52:37,starting to get better
Uchiha Huluke,4,2025-08-07 20:55:56,okee...tpi msih ada bug
Ezio Flavian,4,2025-08-07 16:52:03,"ini game seru sih tapi developer coba tambahin bahasa Indonesia gw soalnya gak lancar2 amat bhs inggris soalnya gw orang Indonesia, pasti lebih seru dan ngerti sama storynya. so far gw kasih bintang 4 kalo udh ada update bhs Indonesia gw kasih bintang 5"
fit,5,2025-08-07 15:52:46,"Dari segi story, eksplore, karakter, bansos udah oke semua. dan yang ngomong udah berat penyimpanan, sering force close, lag dan frame drop disarankan ganti devicenya aja"
Klein Moretti,2,2025-08-07 14:51:49,"woi developer kenapa gw yang player baru dapat karakter di hard pity pity mulu jing (pity 78-80) muak gw bossss, udah bertahan gw selama 3 banner masih aja hard pity,di banner carte gw malah dapet char standar, kalo di banner senjata pun gw masih hard pity gw bintang 1 lu pake semua akun gw"
Agung Wahyudin,5,2025-08-07 14:43:47,Great Game!
Deden Abdurohman,5,2025-08-07 13:43:25,"karena baru 3 hari mainin ni game, jadi gw belum tau apa yang harus gw tulis disini, nanti kalo gw udah paham keseluruhan fitur dan environment gamenya gw bakal balik lagi buat edit ulasan ini"
Rexstar,2,2025-08-07 13:19:51,banyak bug versi android ini udh besar data nya bnyak bug pulak nggk ada bahasa Indonesia nya lagi
Wahyu Afif,1,2025-08-07 12:25:20,"Sangat disayangkan hp merk Xiaomi Redmi Note 12 Pro 5G dari awal rilis hingga patch sekarang masih terkena bug device, yg dimana setiap memainkan game ini selalu force close melulu, padahal secara chipset juga memenuhi standard"
ZIFA ZAFIRA,3,2025-08-07 09:18:44,bagus tapi berharap ada sub indonya sih
Shiro Belobog,5,2025-08-07 09:08:51,Absolute Cinema
andika dwiputra,5,2025-08-07 08:33:56,"GAME F2P FRIENDLY SANGAT, OVERALL GOOD GAME, NICE KURO, BY THE WAY GIMME SOFT PITY PLZZZZ"
Thoriq Hibatulazizi,5,2025-08-07 08:25:24,makasih kuro
Firdha Hayrany,5,2025-08-07 07:22:38,"🔥 Mahakarya open-world RPG! game ini punya cerita emosional, visual indah, karakter berjiwa, & sistem pertarungan cepat & strategis. Setiap detiknya nagih banget. Musiknya? Epik! Serasa masuk dunia anime penuh aksi & misteri. Wajib main buat pecinta RPG! 🌊✨ ⭐ 5/5 – Sebuah pengalaman, bukan sekadar game."
Laswardi Nasution,2,2025-08-07 06:58:15,"Game nya bagus sekali. Tapi kenapa ngelag banget? Patah patah seperti game berat banget padahal jaringan lancar. Genshin impact aja datanya sampai 20gb lebih bisa lancar, ini kok wuthering waves cuma 10gb-an serasa berat banget. Bintang 3 aja dulu kalo udah diperbaiki nanti naik lagi #saya kurangi jadi bintang 2 soalnya akun saya ngulang dari awal karna gk dimain"
Zhafran Ajmal haziq,5,2025-08-07 05:04:57,game nya seru
Windhi Setiawati,5,2025-08-07 02:47:40,"grafik nya oke, alur nya unik, visual nya bagus banget. tapi masih belum paham gunain skill nya 😅😅"
Dnsyz,5,2025-08-06 23:27:25,"bagus cok game nya, cmn klo dapet target char nya aja"
Kitsune Ichi,5,2025-08-06 23:23:42,nice banget dah ni game
prtmaa,1,2025-08-06 19:07:28,echo system is so bad i cant handle this game anymore
Ez Sans,5,2025-08-06 18:24:53,the best gacha games I've ever played. good job kuro👍👍
wahyu na,5,2025-08-06 16:15:08,keren
M Fayrus,5,2025-08-06 15:16:50,peak
Hiroky Tatsumi,5,2025-08-06 14:43:31,"game nya dah bagus banget dari segi grafik, battle, music dan storynya (sebagian gw skip2 sih). apalagi soal customer service nya sangat ramah dan sangat membantu Player yang punya masalah saat bermain (gw salah nuker asterite)"
Catlea Adinda,5,2025-08-06 14:30:43,this geme is the best better than genshin impact
Rava Al Hasbyi 123,5,2025-08-06 09:05:14,KURO TOLONG TAMBAHKAN FITUR QUEST TERDAHULU BISA DI HAPUS SOALNYA MEMORY UDAH ENGGA MUAT TAPI MASIH MAU MAIN GAME INI. TOLONG KURO GAMES!!!
Zidan Ghalib,5,2025-08-06 08:51:20,"mantep banget animasinya, ceritanya juga bagus action dan movement tiap karakternya keren, konsep echo juga cukup kreatif dan anti mainstream"
YamiS Crack,5,2025-08-06 07:42:13,terbaikkkk
Black Jack,1,2025-08-06 06:57:20,"maaf dah aku kasih bintang 1 soalnya akun lama sudah terkait pas download lagi login ke akun lama, malah ngulang lagi dari awal, kan pepek"
Dimas Ahmad Yani,5,2025-08-06 05:08:08,absolute cinema ✋😐🤚
Rian Mizuchi,5,2025-08-06 04:18:32,Gasssssss Augusta aku datang
Qiu Bee01,5,2025-08-06 04:12:51,Best lahh
Miaw,5,2025-08-06 02:45:48,Undying Monster is great idea. Here you go.
yami serei,5,2025-08-06 02:19:22,"dari awal rilis ampe sekarang betah banget maennya, perkembangannya bagus, good game"
Rendi Noviyanto,3,2025-08-05 21:38:50,buat developer gamenya sudah cukup ok tapi untuk story nya tambahin subs Indonesia dong
Yosep Setiawan,5,2025-08-05 14:05:02,seruu jirr
Wahyu Wahyu,1,2025-08-05 13:56:36,koneksi sangat buruk
Ayanokouji White room,5,2025-08-05 13:44:14,sangat bagus dari segi gameplay grafik
snr wnd,5,2025-08-05 12:12:40,seru
Zhendra Efendi,5,2025-08-05 10:24:07,game keren
Farhan Reza,5,2025-08-05 09:26:38,tolong optimalin map nya kadang lag padahal koneksi jaringan bagus tapi tetep lag
Ari akandi,5,2025-08-05 08:46:42,game nya bagus grafik nya juga bagus untuk helio g85 dan lebih bagus dari genshin impact bukan berarti aku menjelekkan ya tapi cuman mau kasih tau yang sebenarnya
habib Mohammad Rizki,5,2025-08-05 03:32:23,"optimalisasi performanya makin bagus, dulu fpsnya suka naik turun tidak stabil, tapi sekarang fpsnya sudah stabil dan rata😀"
ヘンドラくん,5,2025-08-05 00:15:59,kasih aku prolo plisss
Andre Setiawan,5,2025-08-04 23:24:26,oi kasih gw menang rate off lah kikirrrr
Regan fauzan Nugroho,5,2025-08-04 23:17:44,game baik
el key,5,2025-08-04 20:54:41,"rate echo, sub stat sampah"
Naufal Githfiri,5,2025-08-04 19:21:34,gooatttt....
Muhammad Khaidar,5,2025-08-04 15:38:05,"Game yang selalu berkembang tiap patch, memiliki story telling yang sangat bagus, gameplay yang keren,banyak karakter yang menarik dan lore yang dalam, game ini juga sangat ramah buat player low spender/F2P karena sistem senjata anti 50/50(Guaranteed) dan pity max 80. bahan gacha juga melimpah tiap event, map,misi,dsb. semoga update selanjutnya bisa mengoptimalkan game ini lebih lanjut agar player dengan device low/mid end dapat bermain dengan lancar dan tambahkan ""bahasa Indonesia"" lain waktu🙌"
Siswanto Zaky,1,2025-08-04 11:54:47,please solon optimasi my device nak meletup
Wahyu Adit,5,2025-08-04 10:04:58,"Etdan grafik nya, story nya beehhh"
PL4Y3R UNKNOWN,5,2025-08-04 08:55:25,"sangat puas dgn improve wuwa, tapi kurang char cowo, jangan kebanyakan char cewe"
MyIndifferance,5,2025-08-04 08:33:15,"Respect For Dev, For the game and whenever there is a problem, they are always quick."
Andi Ilham,3,2025-08-04 05:35:33,whimpering waste sekarang makin berat dan sangat LAG ! Frame drop setiap swap karakter dan liberation. Minion didalam whimpering waste terlalu lambat spawn sampai makan waktu lebih dari 3 detik. ini masalah tidak pernah diperbaiki dan setiap patch makin hari performa grafik makin berat. Samsung A32 sudah mulai tidak kuat untuk wuthering waves kalo optimasi buat whimpering waste saja tidak pernah diperbaiki.
